population_group,measure,location,sex,age,metric,year,val,upper,lower
All Population,Life table,Slovakia,Female,55-59 years,Probability of death,2023,0.022083727043680088,0.024339806334441313,0.02016287639465161
All Population,Life table,Slovakia,Male,60-64 years,Probability of death,2023,0.08237612812383674,0.08747526970399112,0.07762939293085482
All Population,Life table,Slovakia,Female,60-64 years,Probability of death,2023,0.03517532760389387,0.03819001736419965,0.032320689497626606
All Population,Life table,Slovakia,Male,65-69 years,Probability of death,2023,0.1201136168363844,0.12638375959369805,0.11383920377962212
All Population,Life table,Slovakia,Female,65-69 years,Probability of death,2023,0.05669350745012711,0.06078279012102511,0.0528478254473638
All Population,Life table,Slovakia,Male,70-74 years,Probability of death,2023,0.17734459467077632,0.18642693536208818,0.16853614037829545
All Population,Life table,Slovakia,Female,70-74 years,Probability of death,2023,0.09312748267001363,0.09913354481553256,0.08741805588776926
All Population,Life table,Slovakia,Male,75-79 years,Probability of death,2023,0.2599861917769852,0.2719341826460192,0.24753897866002395
All Population,Life table,Slovakia,Female,75-79 years,Probability of death,2023,0.15776438505263152,0.1663601934874191,0.14932650639717424
All Population,Life table,United States of America,Male,80-84 years,Probability of death,2023,0.29670795613248147,0.2975342634284596,0.2959078361509932
All Population,Life table,United States of America,Female,80-84 years,Probability of death,2023,0.23288608159612476,0.23359126350456993,0.23211833312267116
All Population,Life table,United States of America,Male,85-89 years,Probability of death,2023,0.4551251293973764,0.4563209692661229,0.4539534244293951
All Population,Life table,United States of America,Female,85-89 years,Probability of death,2023,0.37883091293675164,0.3798578181837045,0.3778362077616598
All Population,Life table,United States of America,Male,90-94 years,Probability of death,2023,0.6569213320661793,0.6585497372564822,0.6554684970137455
All Population,Life table,United States of America,Female,90-94 years,Probability of death,2023,0.5774926991597895,0.5788409594138679,0.5760744902206488
All Population,Life table,United States of America,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,United States of America,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Belize,Male,40-44 years,Probability of death,2023,0.02085648516881622,0.02490061742778168,0.01733137495922592
All Population,Life table,Belize,Female,40-44 years,Probability of death,2023,0.012857159074421115,0.015252101960747819,0.010823935577077079
All Population,Life table,Belize,Male,45-49 years,Probability of death,2023,0.029824643960489464,0.03598572889285582,0.024412039398538705
All Population,Life table,Belize,Female,45-49 years,Probability of death,2023,0.017151423361789524,0.020514381576243107,0.014369941158342434
All Population,Life table,Belize,Male,50-54 years,Probability of death,2023,0.03765344826294367,0.04484739449231486,0.031104472660915126
All Population,Life table,Belize,Female,50-54 years,Probability of death,2023,0.024621356290494882,0.029140548537076403,0.02032929719816314
All Population,Life table,Belize,Male,55-59 years,Probability of death,2023,0.053039264767483905,0.06347426310296847,0.0441776776477048
All Population,Life table,Belize,Female,55-59 years,Probability of death,2023,0.035365437145239424,0.04212198965136109,0.029385059863216594
All Population,Life table,Belize,Male,60-64 years,Probability of death,2023,0.06952688760602176,0.08329718080552403,0.05807989438826273
All Population,Life table,Belize,Female,60-64 years,Probability of death,2023,0.06108908597491982,0.07276227105347295,0.0513558483517664
All Population,Life table,Belize,Male,65-69 years,Probability of death,2023,0.10001664912510147,0.1175841498980684,0.08446202186554007
All Population,Life table,Belize,Female,65-69 years,Probability of death,2023,0.079741915942992,0.09435791544854005,0.06645882381981102
All Population,Life table,Belize,Male,70-74 years,Probability of death,2023,0.14244330340388475,0.1680610666595644,0.12133146977837722
All Population,Life table,Belize,Female,70-74 years,Probability of death,2023,0.10885676784776419,0.12733187513549582,0.09086723994317518
All Population,Life table,Belize,Male,75-79 years,Probability of death,2023,0.21750473224358938,0.2534635159944144,0.18460605790402693
All Population,Life table,Belize,Female,75-79 years,Probability of death,2023,0.16739241984454784,0.1937119453559636,0.1422989892419516
All Population,Life table,Belize,Male,80-84 years,Probability of death,2023,0.30690253289160424,0.3553927767911887,0.26295769054106016
All Population,Life table,Belize,Female,80-84 years,Probability of death,2023,0.2502614585030754,0.2890583902449287,0.21230837286499932
All Population,Life table,Belize,Male,85-89 years,Probability of death,2023,0.4496082432260004,0.5093033639320652,0.3978488297372469
All Population,Life table,Belize,Female,85-89 years,Probability of death,2023,0.37558551733471435,0.4290594931808783,0.32448445689582855
All Population,Life table,Belize,Male,90-94 years,Probability of death,2023,0.6607627357383189,0.7338027778352004,0.5935569607354119
All Population,Life table,Belize,Female,90-94 years,Probability of death,2023,0.5934875437930096,0.6637517765465986,0.5281374476859054
All Population,Life table,Belize,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Belize,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Namibia,Male,90-94 years,Probability of death,2023,0.5744051588132143,0.6283645839112234,0.5211586212582379
All Population,Life table,Namibia,Female,90-94 years,Probability of death,2023,0.5103561569458559,0.5602962366165912,0.4639441677680854
All Population,Life table,Namibia,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Namibia,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,South Africa,Male,10-14 years,Probability of death,2023,0.003220472208745845,0.003882972720262048,0.002676450801762617
All Population,Life table,South Africa,Female,10-14 years,Probability of death,2023,0.0024819532155996925,0.0030100583746689308,0.0020027152307325437
All Population,Life table,South Africa,Male,15-19 years,Probability of death,2023,0.008418036894526252,0.009611319426171933,0.007305814267670208
All Population,Life table,South Africa,Female,15-19 years,Probability of death,2023,0.005809649132340043,0.006716336863971234,0.00495721454776413
All Population,Life table,South Africa,Male,20-24 years,Probability of death,2023,0.015911795872810944,0.017471895758480814,0.014500876834861166
All Population,Life table,South Africa,Female,20-24 years,Probability of death,2023,0.009556429825458365,0.01081310922256267,0.008514670751929418
All Population,Life table,South Africa,Male,25-29 years,Probability of death,2023,0.023989302271418267,0.02588932808512115,0.02220174224647999
All Population,Life table,South Africa,Female,25-29 years,Probability of death,2023,0.014846338360407569,0.016321710882801932,0.013474417987115643
All Population,Life table,South Africa,Male,30-34 years,Probability of death,2023,0.03269177787844438,0.03503344961908001,0.03051535780012241
All Population,Life table,South Africa,Female,30-34 years,Probability of death,2023,0.021382160803440235,0.023142314564576508,0.01965277509758861
All Population,Life table,South Africa,Male,35-39 years,Probability of death,2023,0.03814341210593644,0.040582226676253205,0.03573078346579837
All Population,Life table,South Africa,Female,35-39 years,Probability of death,2023,0.026272114000634186,0.028311335282252933,0.02425057461722417
All Population,Life table,South Africa,Male,40-44 years,Probability of death,2023,0.04782887981816597,0.05081276314232334,0.044840429754411396
All Population,Life table,South Africa,Female,40-44 years,Probability of death,2023,0.03238554836880384,0.0349020711354985,0.02995166925500846
All Population,Life table,South Africa,Male,45-49 years,Probability of death,2023,0.06152404555921136,0.06536441393503767,0.05791410973940666
All Population,Life table,South Africa,Female,45-49 years,Probability of death,2023,0.04064962572131276,0.043974787360600745,0.03769003727810748
All Population,Life table,South Africa,Male,50-54 years,Probability of death,2023,0.07434365982125614,0.07935538108138321,0.06973808585341604
All Population,Life table,South Africa,Female,50-54 years,Probability of death,2023,0.04708014195036463,0.05060339403544063,0.0436786551216856
All Population,Life table,South Africa,Male,55-59 years,Probability of death,2023,0.1036562535100636,0.10942227075677415,0.09775300410758347
All Population,Life table,South Africa,Female,55-59 years,Probability of death,2023,0.06060204388430119,0.06494446028357427,0.05656604187106129
All Population,Life table,South Africa,Male,60-64 years,Probability of death,2023,0.13251202158334577,0.13993005377706577,0.12488611839249464
All Population,Life table,South Africa,Female,60-64 years,Probability of death,2023,0.08015263071629405,0.08548498459356117,0.0751061726799321
All Population,Life table,South Africa,Male,65-69 years,Probability of death,2023,0.18334597070546296,0.19294300193030423,0.17338450328125124
All Population,Life table,South Africa,Female,65-69 years,Probability of death,2023,0.11753888381724623,0.12412598725814154,0.11095505464000889
All Population,Life table,South Africa,Male,70-74 years,Probability of death,2023,0.21447394998220787,0.22728543253713432,0.20196085370326916
All Population,Life table,South Africa,Female,70-74 years,Probability of death,2023,0.15048886354292562,0.16014896307084248,0.14157364026655533
All Population,Life table,Burkina Faso,Male,65-69 years,Probability of death,2023,0.1552745786406733,0.19378789552660752,0.1223618412464918
All Population,Life table,Burkina Faso,Female,65-69 years,Probability of death,2023,0.10559451832798371,0.1324671858580381,0.08358541256955757
All Population,Life table,Burkina Faso,Male,70-74 years,Probability of death,2023,0.20767278590222904,0.2576692247574938,0.16574706632542188
All Population,Life table,Burkina Faso,Female,70-74 years,Probability of death,2023,0.15754469786130584,0.19638889285210354,0.12553332989960816
All Population,Life table,Burkina Faso,Male,75-79 years,Probability of death,2023,0.29015700936458816,0.35595634102989476,0.23489084378050276
All Population,Life table,Burkina Faso,Female,75-79 years,Probability of death,2023,0.23548212073461983,0.2867470018893944,0.18963918983707165
All Population,Life table,Burkina Faso,Male,80-84 years,Probability of death,2023,0.382737780920277,0.45477786161914485,0.31221093033028974
All Population,Life table,Burkina Faso,Female,80-84 years,Probability of death,2023,0.3259938740584527,0.3913913501249846,0.2629119403990432
All Population,Life table,Burkina Faso,Male,85-89 years,Probability of death,2023,0.4994487544827953,0.5847511938731299,0.4171228568477937
All Population,Life table,Burkina Faso,Female,85-89 years,Probability of death,2023,0.4513252435395635,0.5361738573253246,0.37303890550955243
All Population,Life table,Burkina Faso,Male,90-94 years,Probability of death,2023,0.6255620914075966,0.7156851298443656,0.5293106830032243
All Population,Life table,Burkina Faso,Female,90-94 years,Probability of death,2023,0.5971512404738604,0.6826812691436458,0.5079473895491182
All Population,Life table,Burkina Faso,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Burkina Faso,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Vanuatu,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Vanuatu,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Kazakhstan,Male,10-14 years,Probability of death,2023,0.001588781162946046,0.0019963363603366395,0.0012092887393594322
All Population,Life table,Kazakhstan,Female,10-14 years,Probability of death,2023,0.0010264056738391034,0.0013143420030633343,0.0007799356751282349
